0,1,2,3,4,5,6,7,8,9,10,11,12
Illinois,0.0,0.0,0.0,30.0,15.0,6.0,76.0,222.0,218.0,304.0,1405.0,242.0
Illinois,0.0,0.0,16.0,317.0,247.0,352.0,1167.0,1941.0,1788.0,1815.0,6964.0,1560.0
Illinois,0.0,0.0,2.0,31.0,17.0,15.0,65.0,142.0,301.0,614.0,1336.0,254.0
Illinois,0.0,0.0,1.0,3.0,1.0,3.0,10.0,33.0,60.0,65.0,238.0,43.0
Illinois,0.0,0.0,0.0,12.0,6.0,4.0,20.0,44.0,75.0,189.0,383.0,59.0
Illinois,0.0,0.0,0.0,4.0,3.0,4.0,22.0,32.0,52.0,50.0,436.0,99.0
Illinois,0.0,0.0,0.0,18.0,70.0,12.0,23.0,80.0,287.0,333.0,784.0,60.0
Illinois,0.0,0.0,63.0,558.0,945.0,466.0,834.0,989.0,798.0,2462.0,7235.0,1138.0
Illinois,0.0,0.0,19.0,76.0,125.0,40.0,276.0,1252.0,1537.0,1097.0,4181.0,725.0
Illinois,0.0,0.0,1.0,7.0,12.0,5.0,19.0,26.0,58.0,63.0,282.0,74.0
Illinois,0.0,0.0,0.0,8.0,9.0,3.0,45.0,35.0,41.0,184.0,441.0,72.0
Illinois,0.0,0.0,3.0,67.0,25.0,32.0,134.0,193.0,236.0,361.0,1036.0,250.0
Illinois,0.0,0.0,2.0,24.0,13.0,5.0,94.0,114.0,137.0,292.0,478.0,152.0
Illinois,0.0,0.0,4.0,18.0,14.0,92.0,56.0,297.0,193.0,385.0,1166.0,202.0
Illinois,0.0,0.0,0.0,5.0,6.0,6.0,35.0,109.0,61.0,268.0,418.0,100.0
Illinois,0.0,0.0,0.0,119.0,87.0,55.0,107.0,108.0,272.0,652.0,1481.0,315.0
Illinois,0.0,0.0,0.0,0.0,118.0,-117.0,2.0,-1.0,1.0,-2.0,12.0,-5.0
Illinois,0.0,0.0,8.0,78.0,147.0,254.0,765.0,1154.0,1149.0,1440.0,4278.0,944.0
Illinois,0.0,0.0,0.0,21.0,20.0,10.0,50.0,190.0,67.0,137.0,617.0,142.0
Illinois,0.0,0.0,0.0,7.0,4.0,8.0,18.0,42.0,64.0,144.0,504.0,61.0
Illinois,0.0,0.0,0.0,1.0,0.0,1.0,11.0,59.0,67.0,293.0,589.0,78.0
Illinois,0.0,0.0,0.0,0.0,1.0,0.0,6.0,12.0,11.0,14.0,57.0,26.0
Illinois,0.0,0.0,0.0,18.0,38.0,18.0,16.0,31.0,62.0,63.0,180.0,36.0
Illinois,0.0,0.0,0.0,0.0,1.0,0.0,6.0,13.0,43.0,40.0,143.0,18.0
Illinois,0.0,0.0,3.0,153.0,114.0,15.0,132.0,322.0,219.0,436.0,882.0,228.0
Illinois,0.0,0.0,0.0,3.0,0.0,1.0,8.0,51.0,157.0,132.0,449.0,122.0
Illinois,0.0,0.0,11.0,366.0,281.0,267.0,624.0,663.0,859.0,1398.0,4216.0,506.0
Illinois,0.0,0.0,1.0,2.0,4.0,2.0,93.0,62.0,198.0,284.0,477.0,97.0
Illinois,0.0,0.0,14.0,164.0,173.0,75.0,527.0,831.0,695.0,2069.0,5705.0,818.0
Illinois,0.0,0.0,0.0,2.0,11.0,0.0,2.0,6.0,29.0,51.0,177.0,85.0
Illinois,0.0,0.0,0.0,0.0,0.0,0.0,9.0,37.0,34.0,36.0,117.0,31.0
Illinois,0.0,0.0,0.0,10.0,6.0,2.0,35.0,148.0,207.0,352.0,628.0,136.0
Illinois,0.0,0.0,43.0,432.0,662.0,737.0,1633.0,1757.0,1483.0,1595.0,5237.0,1308.0
Illinois,0.0,0.0,0.0,1.0,2.0,0.0,4.0,17.0,32.0,42.0,171.0,56.0
Illinois,0.0,0.0,3.0,32.0,171.0,64.0,43.0,67.0,168.0,673.0,1268.0,182.0
Illinois,0.0,0.0,4.0,41.0,28.0,54.0,208.0,754.0,720.0,1156.0,3982.0,828.0
Illinois,0.0,0.0,18.0,360.0,-293.0,-37.0,1296.0,418.0,800.0,3753.0,-6133.0,123.0
Illinois,0.0,0.0,0.0,17.0,137.0,34.0,88.0,150.0,98.0,293.0,378.0,101.0
Illinois,0.0,0.0,0.0,17.0,23.0,25.0,124.0,152.0,489.0,1103.0,2041.0,450.0
Illinois,0.0,0.0,0.0,1.0,1.0,20.0,7.0,79.0,54.0,97.0,321.0,116.0
Illinois,0.0,0.0,0.0,62.0,55.0,19.0,43.0,79.0,76.0,234.0,533.0,96.0
Illinois,0.0,0.0,1.0,9.0,8.0,1.0,37.0,58.0,105.0,127.0,366.0,127.0
Illinois,0.0,0.0,0.0,2.0,7.0,5.0,26.0,71.0,189.0,240.0,371.0,101.0
Illinois,0.0,0.0,0.0,2.0,0.0,2.0,52.0,67.0,53.0,118.0,325.0,75.0
Illinois,0.0,0.0,5.0,79.0,56.0,46.0,118.0,203.0,277.0,954.0,2029.0,286.0
Illinois,0.0,0.0,228.0,2264.0,3074.0,1120.0,1757.0,3103.0,2693.0,6119.0,18662.0,3778.0
Illinois,0.0,0.0,1.0,30.0,36.0,48.0,186.0,607.0,518.0,614.0,1619.0,353.0
Illinois,0.0,0.0,15.0,427.0,1809.0,779.0,611.0,607.0,2052.0,5125.0,7725.0,1315.0
Illinois,0.0,0.0,3.0,10.0,6.0,14.0,54.0,191.0,154.0,314.0,1046.0,241.0
Indiana,0.0,0.0,1.0,6.0,8.0,30.0,29.0,114.0,95.0,393.0,1124.0,257.0
Indiana,0.0,0.0,30.0,530.0,1058.0,1031.0,860.0,1470.0,1432.0,3077.0,10084.0,2242.0
Indiana,0.0,0.0,13.0,237.0,261.0,67.0,145.0,339.0,141.0,368.0,1980.0,518.0
Indiana,0.0,0.0,0.0,8.0,22.0,17.0,12.0,21.0,7.0,33.0,274.0,102.0
Indiana,0.0,0.0,0.0,8.0,17.0,10.0,16.0,23.0,50.0,159.0,313.0,98.0
Indiana,0.0,0.0,22.0,168.0,125.0,106.0,192.0,230.0,160.0,403.0,1270.0,364.0
Indiana,0.0,0.0,3.0,12.0,18.0,5.0,30.0,21.0,13.0,57.0,222.0,80.0
Indiana,0.0,0.0,2.0,20.0,71.0,15.0,20.0,127.0,28.0,96.0,374.0,115.0
Indiana,0.0,0.0,1.0,1163.0,423.0,49.0,104.0,132.0,89.0,432.0,722.0,267.0
Indiana,0.0,0.0,33.0,260.0,211.0,112.0,407.0,735.0,535.0,977.0,2206.0,624.0
Indiana,0.0,0.0,1.0,19.0,31.0,8.0,35.0,135.0,86.0,230.0,806.0,130.0
Indiana,0.0,0.0,1.0,37.0,194.0,47.0,62.0,210.0,93.0,392.0,893.0,299.0
Indiana,0.0,0.0,1.0,17.0,6.0,5.0,11.0,24.0,47.0,65.0,149.0,69.0
Indiana,0.0,0.0,0.0,47.0,41.0,50.0,97.0,260.0,189.0,309.0,682.0,183.0
Indiana,0.0,0.0,1.0,19.0,17.0,120.0,55.0,131.0,158.0,391.0,1042.0,304.0
Indiana,0.0,0.0,14.0,90.0,64.0,35.0,244.0,127.0,105.0,449.0,1283.0,309.0
Indiana,0.0,0.0,47.0,153.0,24.0,19.0,63.0,93.0,64.0,138.0,799.0,179.0
Indiana,0.0,0.0,18.0,158.0,209.0,40.0,189.0,561.0,866.0,1334.0,1877.0,603.0
Indiana,0.0,0.0,3.0,20.0,176.0,60.0,346.0,234.0,182.0,600.0,916.0,402.0
Indiana,0.0,0.0,20.0,267.0,1035.0,1719.0,1480.0,1081.0,1153.0,3376.0,7943.0,1412.0
Indiana,0.0,0.0,9.0,19.0,49.0,18.0,54.0,177.0,97.0,484.0,691.0,130.0
Indiana,0.0,0.0,21.0,157.0,140.0,44.0,296.0,420.0,342.0,590.0,1370.0,442.0
Indiana,0.0,0.0,1.0,10.0,10.0,7.0,33.0,33.0,36.0,255.0,492.0,191.0
Indiana,0.0,0.0,35.0,62.0,13.0,14.0,67.0,83.0,41.0,90.0,365.0,86.0
Indiana,0.0,0.0,1.0,26.0,22.0,17.0,68.0,71.0,42.0,182.0,472.0,146.0
Indiana,0.0,0.0,4.0,3.0,10.0,24.0,153.0,123.0,243.0,449.0,1064.0,285.0
Indiana,0.0,0.0,7.0,122.0,82.0,74.0,208.0,167.0,312.0,498.0,1555.0,480.0
Indiana,0.0,0.0,2.0,54.0,113.0,15.0,49.0,138.0,61.0,189.0,501.0,181.0
Indiana,0.0,0.0,127.0,628.0,404.0,304.0,947.0,1504.0,1083.0,1955.0,7412.0,2263.0
Indiana,0.0,0.0,26.0,192.0,120.0,80.0,179.0,226.0,128.0,402.0,1590.0,562.0
Indiana,0.0,0.0,15.0,114.0,65.0,14.0,61.0,216.0,116.0,279.0,678.0,253.0
Indiana,0.0,0.0,70.0,597.0,502.0,197.0,345.0,618.0,460.0,866.0,3165.0,1074.0
Indiana,0.0,0.0,1.0,38.0,143.0,53.0,121.0,252.0,222.0,641.0,1190.0,319.0
Indiana,0.0,0.0,16.0,156.0,236.0,134.0,244.0,293.0,262.0,469.0,2019.0,732.0
Indiana,0.0,0.0,2.0,7.0,19.0,42.0,49.0,51.0,84.0,274.0,890.0,239.0
Indiana,0.0,0.0,8.0,130.0,251.0,65.0,89.0,156.0,80.0,507.0,1134.0,410.0
Indiana,0.0,0.0,8.0,38.0,21.0,40.0,90.0,126.0,80.0,395.0,793.0,242.0
Indiana,0.0,0.0,0.0,15.0,37.0,15.0,13.0,49.0,64.0,220.0,651.0,157.0
Indiana,0.0,0.0,1.0,25.0,19.0,19.0,81.0,62.0,47.0,186.0,894.0,174.0
Indiana,0.0,0.0,15.0,60.0,55.0,39.0,37.0,63.0,49.0,109.0,560.0,189.0
Indiana,0.0,0.0,101.0,478.0,526.0,127.0,384.0,418.0,349.0,1181.0,3568.0,1202.0
Indiana,0.0,0.0,2.0,18.0,8.0,34.0,63.0,220.0,199.0,396.0,1040.0,274.0
Indiana,0.0,0.0,5.0,29.0,101.0,349.0,312.0,233.0,272.0,1000.0,2539.0,550.0
Indiana,0.0,0.0,2.0,23.0,56.0,375.0,80.0,64.0,51.0,223.0,648.0,155.0
Indiana,0.0,0.0,8.0,210.0,215.0,101.0,266.0,385.0,347.0,1064.0,2423.0,544.0
Indiana,0.0,0.0,146.0,1700.0,1770.0,1231.0,2088.0,2208.0,1629.0,4954.0,13457.0,2800.0
Indiana,0.0,0.0,9.0,90.0,64.0,66.0,88.0,137.0,76.0,560.0,823.0,277.0
Indiana,0.0,0.0,38.0,382.0,166.0,56.0,170.0,485.0,438.0,1079.0,2692.0,714.0
Indiana,0.0,0.0,964.0,4566.0,4323.0,1476.0,3103.0,4034.0,3205.0,5784.0,18676.0,5743.0
Indiana,0.0,0.0,3.0,26.0,79.0,301.0,323.0,163.0,134.0,573.0,1602.0,432.0
Indiana,0.0,0.0,0.0,7.0,4.0,11.0,20.0,75.0,52.0,44.0,173.0,39.0
Indiana,0.0,0.0,3.0,101.0,36.0,40.0,67.0,71.0,121.0,317.0,1058.0,238.0
Indiana,0.0,0.0,30.0,93.0,43.0,78.0,417.0,489.0,1558.0,835.0,2181.0,577.0
Indiana,0.0,0.0,6.0,61.0,174.0,44.0,49.0,91.0,87.0,207.0,864.0,306.0
Indiana,0.0,0.0,32.0,120.0,125.0,41.0,92.0,185.0,144.0,334.0,1292.0,429.0
Indiana,0.0,0.0,1.0,45.0,32.0,16.0,14.0,37.0,30.0,87.0,332.0,67.0
Indiana,0.0,0.0,2.0,67.0,163.0,202.0,183.0,187.0,131.0,409.0,1397.0,369.0
Indiana,0.0,0.0,1.0,3.0,9.0,1.0,29.0,30.0,6.0,69.0,97.0,21.0
Indiana,0.0,0.0,3.0,73.0,52.0,5.0,25.0,82.0,49.0,162.0,280.0,105.0
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,0.0,0.0,11.0,12.0,12.0,8.0,30.0,69.0,30.0,61.0,436.0,139.0
Indiana,0.0,0.0,0.0,12.0,6.0,4.0,23.0,34.0,32.0,167.0,368.0,155.0
Indiana,0.0,0.0,0.0,10.0,23.0,85.0,52.0,26.0,30.0,237.0,410.0,63.0
Indiana,0.0,0.0,0.0,1.0,5.0,0.0,31.0,64.0,76.0,202.0,170.0,90.0
Indiana,0.0,0.0,21.0,217.0,301.0,141.0,450.0,589.0,514.0,1692.0,4981.0,944.0
Indiana,0.0,0.0,4.0,7.0,5.0,16.0,123.0,59.0,157.0,466.0,466.0,135.0
Indiana,0.0,0.0,0.0,23.0,23.0,13.0,12.0,29.0,14.0,80.0,256.0,96.0
Indiana,0.0,0.0,7.0,59.0,71.0,28.0,52.0,216.0,159.0,233.0,556.0,235.0
Indiana,0.0,0.0,3.0,12.0,32.0,29.0,25.0,71.0,58.0,271.0,839.0,144.0
Indiana,0.0,0.0,31.0,61.0,17.0,3.0,73.0,60.0,64.0,243.0,1005.0,249.0
Indiana,0.0,0.0,4.0,27.0,16.0,9.0,23.0,54.0,25.0,137.0,312.0,108.0
Indiana,0.0,0.0,1.0,45.0,74.0,34.0,89.0,72.0,81.0,208.0,590.0,196.0
Indiana,0.0,0.0,15.0,186.0,172.0,41.0,86.0,119.0,70.0,318.0,1034.0,314.0
Indiana,0.0,0.0,0.0,5.0,15.0,10.0,80.0,48.0,111.0,190.0,467.0,95.0
Indiana,0.0,0.0,49.0,584.0,641.0,556.0,1185.0,2136.0,1612.0,3706.0,7339.0,2171.0
Indiana,0.0,0.0,1.0,15.0,23.0,29.0,88.0,54.0,64.0,235.0,471.0,161.0
Indiana,0.0,0.0,1.0,22.0,60.0,40.0,70.0,86.0,120.0,336.0,846.0,207.0
Indiana,0.0,0.0,2.0,14.0,20.0,9.0,24.0,221.0,49.0,156.0,572.0,141.0
Indiana,0.0,0.0,3.0,12.0,5.0,4.0,16.0,24.0,4.0,41.0,164.0,38.0
Indiana,0.0,0.0,14.0,96.0,292.0,231.0,420.0,531.0,1068.0,1769.0,5060.0,1362.0
Indiana,0.0,0.0,4.0,14.0,7.0,5.0,66.0,91.0,46.0,68.0,339.0,77.0
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,0.0,0.0,0.0,7.0,2.0,4.0,15.0,35.0,16.0,52.0,170.0,14.0
Indiana,0.0,0.0,18.0,117.0,139.0,139.0,1208.0,967.0,1318.0,2684.0,3956.0,1005.0
Indiana,0.0,0.0,0.0,7.0,3.0,3.0,17.0,64.0,39.0,167.0,392.0,132.0
Indiana,0.0,0.0,8.0,56.0,105.0,53.0,202.0,836.0,646.0,1126.0,3403.0,667.0
Indiana,0.0,0.0,1.0,41.0,36.0,29.0,44.0,58.0,66.0,273.0,1291.0,233.0
Indiana,0.0,0.0,2.0,9.0,1.0,2.0,5.0,19.0,3.0,74.0,151.0,48.0
Indiana,0.0,0.0,8.0,88.0,70.0,30.0,275.0,297.0,660.0,744.0,1328.0,344.0
Indiana,0.0,0.0,6.0,37.0,9.0,12.0,40.0,121.0,45.0,156.0,422.0,116.0
Indiana,0.0,0.0,2.0,32.0,48.0,45.0,177.0,246.0,231.0,928.0,1749.0,373.0
Indiana,0.0,0.0,2.0,3.0,27.0,35.0,57.0,87.0,62.0,270.0,827.0,170.0
Indiana,0.0,0.0,2.0,45.0,188.0,22.0,84.0,99.0,51.0,195.0,717.0,229.0
Indiana,0.0,0.0,2.0,17.0,23.0,37.0,64.0,70.0,82.0,257.0,945.0,235.0
Iowa,0.0,0.0,1.0,0.0,8.0,6.0,5.0,29.0,27.0,144.0,221.0,43.0
Iowa,0.0,0.0,0.0,0.0,7.0,1.0,7.0,7.0,16.0,48.0,85.0,24.0
Iowa,0.0,0.0,7.0,82.0,32.0,3.0,24.0,30.0,87.0,163.0,400.0,97.0
Iowa,0.0,0.0,1.0,1.0,13.0,5.0,20.0,45.0,59.0,129.0,526.0,44.0
Iowa,0.0,0.0,1.0,0.0,11.0,5.0,11.0,11.0,52.0,100.0,109.0,13.0
Iowa,0.0,0.0,7.0,24.0,12.0,15.0,72.0,73.0,141.0,359.0,1015.0,71.0
Iowa,0.0,0.0,7.0,1133.0,606.0,349.0,875.0,830.0,759.0,1768.0,4641.0,485.0
Iowa,0.0,0.0,1.0,11.0,50.0,74.0,90.0,119.0,187.0,249.0,602.0,132.0
Iowa,0.0,0.0,0.0,51.0,19.0,17.0,94.0,149.0,183.0,254.0,1200.0,89.0
Iowa,0.0,0.0,2.0,15.0,16.0,12.0,60.0,70.0,124.0,236.0,650.0,78.0
Iowa,0.0,0.0,0.0,4.0,779.0,912.0,87.0,44.0,200.0,323.0,724.0,144.0
Iowa,0.0,0.0,1.0,8.0,7.0,29.0,66.0,97.0,72.0,148.0,598.0,72.0
Iowa,0.0,0.0,0.0,0.0,2.0,42.0,37.0,48.0,66.0,150.0,730.0,29.0
Iowa,0.0,0.0,1.0,1.0,8.0,72.0,93.0,215.0,321.0,532.0,756.0,77.0
Iowa,0.0,0.0,0.0,1.0,11.0,5.0,25.0,70.0,69.0,289.0,348.0,57.0
Iowa,0.0,0.0,9.0,20.0,18.0,28.0,42.0,37.0,102.0,278.0,559.0,93.0
Iowa,0.0,0.0,7.0,7.0,15.0,70.0,473.0,258.0,246.0,513.0,2001.0,245.0
Iowa,0.0,0.0,0.0,2.0,26.0,44.0,25.0,43.0,129.0,173.0,459.0,105.0
Iowa,0.0,0.0,0.0,5.0,5.0,15.0,23.0,62.0,164.0,115.0,477.0,64.0
Iowa,0.0,0.0,0.0,2.0,53.0,70.0,49.0,67.0,29.0,98.0,122.0,31.0
Iowa,0.0,0.0,0.0,4.0,12.0,105.0,47.0,68.0,114.0,240.0,602.0,103.0
Iowa,0.0,0.0,1.0,13.0,21.0,4.0,55.0,86.0,91.0,277.0,575.0,71.0
Iowa,0.0,0.0,5.0,43.0,13.0,34.0,193.0,547.0,317.0,464.0,1722.0,218.0
Iowa,0.0,0.0,1.0,20.0,495.0,150.0,41.0,129.0,281.0,283.0,369.0,84.0
Iowa,0.0,0.0,25.0,293.0,586.0,271.0,564.0,640.0,481.0,845.0,2712.0,389.0
Iowa,0.0,0.0,0.0,1.0,21.0,15.0,12.0,34.0,47.0,68.0,275.0,31.0
Iowa,0.0,0.0,0.0,0.0,1.0,9.0,11.0,23.0,23.0,105.0,148.0,27.0
Iowa,0.0,0.0,0.0,8.0,7.0,26.0,44.0,132.0,249.0,401.0,582.0,51.0
Iowa,0.0,0.0,1.0,15.0,47.0,21.0,60.0,424.0,256.0,769.0,1323.0,193.0
Iowa,0.0,0.0,1.0,5.0,15.0,220.0,130.0,53.0,130.0,279.0,570.0,80.0
Iowa,0.0,0.0,21.0,81.0,242.0,168.0,972.0,552.0,1438.0,2285.0,3515.0,382.0
Iowa,0.0,0.0,0.0,0.0,15.0,60.0,103.0,43.0,58.0,185.0,304.0,32.0
Iowa,0.0,0.0,2.0,18.0,7.0,6.0,44.0,63.0,100.0,199.0,617.0,75.0
Iowa,0.0,0.0,0.0,0.0,19.0,46.0,44.0,106.0,142.0,123.0,582.0,93.0
Iowa,0.0,0.0,0.0,2.0,11.0,62.0,134.0,86.0,58.0,53.0,337.0,32.0
Iowa,0.0,0.0,0.0,0.0,4.0,3.0,25.0,27.0,66.0,94.0,147.0,32.0
Iowa,0.0,0.0,0.0,5.0,8.0,15.0,10.0,15.0,56.0,99.0,323.0,20.0
Iowa,0.0,0.0,0.0,11.0,9.0,13.0,39.0,57.0,100.0,139.0,503.0,31.0
Iowa,0.0,0.0,1.0,11.0,38.0,14.0,60.0,49.0,98.0,156.0,336.0,44.0
Iowa,0.0,0.0,0.0,7.0,30.0,148.0,52.0,43.0,57.0,164.0,641.0,70.0
Iowa,0.0,0.0,3.0,0.0,13.0,31.0,67.0,43.0,46.0,202.0,468.0,71.0
Iowa,0.0,0.0,1.0,7.0,9.0,46.0,98.0,69.0,81.0,226.0,628.0,93.0
Iowa,0.0,0.0,9.0,7.0,7.0,27.0,40.0,57.0,123.0,461.0,355.0,78.0
Iowa,0.0,0.0,3.0,29.0,39.0,11.0,27.0,175.0,493.0,389.0,675.0,161.0
Iowa,0.0,0.0,0.0,10.0,2.0,10.0,25.0,86.0,60.0,97.0,271.0,37.0
Iowa,0.0,0.0,0.0,4.0,14.0,30.0,39.0,66.0,43.0,196.0,393.0,46.0
Iowa,0.0,0.0,0.0,0.0,14.0,8.0,7.0,14.0,92.0,110.0,255.0,73.0
Iowa,0.0,0.0,4.0,15.0,14.0,14.0,40.0,28.0,114.0,246.0,501.0,51.0
Iowa,0.0,0.0,1.0,4.0,7.0,12.0,108.0,79.0,157.0,380.0,717.0,83.0
Iowa,0.0,0.0,6.0,124.0,130.0,57.0,133.0,138.0,295.0,393.0,967.0,139.0
Iowa,0.0,0.0,0.0,6.0,21.0,26.0,22.0,43.0,23.0,133.0,451.0,63.0
Iowa,0.0,0.0,73.0,388.0,153.0,531.0,736.0,2045.0,1277.0,980.0,3458.0,369.0
Iowa,0.0,0.0,4.0,17.0,15.0,18.0,68.0,48.0,125.0,267.0,1774.0,73.0
Iowa,0.0,0.0,2.0,0.0,13.0,4.0,9.0,35.0,57.0,87.0,408.0,61.0
Iowa,0.0,0.0,1.0,1.0,7.0,23.0,44.0,46.0,168.0,220.0,574.0,146.0
Iowa,0.0,0.0,0.0,8.0,19.0,21.0,41.0,333.0,244.0,401.0,983.0,307.0
Iowa,0.0,0.0,90.0,579.0,286.0,248.0,802.0,979.0,1215.0,2296.0,7845.0,694.0
Iowa,0.0,0.0,0.0,269.0,75.0,16.0,18.0,18.0,43.0,118.0,311.0,51.0
Iowa,0.0,0.0,0.0,0.0,17.0,13.0,12.0,54.0,63.0,58.0,112.0,34.0
Iowa,0.0,0.0,0.0,13.0,11.0,15.0,60.0,51.0,240.0,202.0,461.0,36.0
Iowa,0.0,0.0,0.0,5.0,23.0,9.0,56.0,71.0,81.0,143.0,304.0,82.0
Iowa,0.0,0.0,2.0,8.0,84.0,21.0,18.0,86.0,216.0,335.0,509.0,92.0
Iowa,0.0,0.0,0.0,8.0,24.0,34.0,81.0,337.0,295.0,340.0,949.0,108.0
Iowa,0.0,0.0,8.0,459.0,427.0,118.0,361.0,270.0,159.0,406.0,1304.0,141.0
Iowa,0.0,0.0,0.0,2.0,17.0,15.0,42.0,52.0,75.0,250.0,611.0,68.0
Iowa,0.0,0.0,0.0,2.0,2.0,19.0,53.0,31.0,88.0,113.0,495.0,63.0
Iowa,0.0,0.0,5.0,2.0,17.0,46.0,19.0,18.0,60.0,98.0,175.0,33.0
Iowa,0.0,0.0,0.0,0.0,38.0,12.0,16.0,44.0,53.0,115.0,169.0,27.0
Iowa,0.0,0.0,1.0,0.0,6.0,3.0,32.0,35.0,23.0,105.0,265.0,73.0
Iowa,0.0,0.0,16.0,320.0,221.0,58.0,192.0,159.0,172.0,445.0,1351.0,225.0
Iowa,0.0,0.0,0.0,8.0,23.0,52.0,33.0,85.0,212.0,396.0,495.0,94.0
Iowa,0.0,0.0,0.0,9.0,24.0,18.0,26.0,22.0,82.0,135.0,218.0,27.0
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iowa,0.0,0.0,2.0,4.0,7.0,7.0,49.0,43.0,96.0,224.0,720.0,66.0
Iowa,0.0,0.0,0.0,0.0,6.0,25.0,43.0,42.0,98.0,130.0,313.0,38.0
Iowa,0.0,0.0,0.0,12.0,120.0,168.0,135.0,309.0,447.0,634.0,946.0,207.0
Iowa,0.0,0.0,0.0,1.0,11.0,63.0,38.0,18.0,37.0,91.0,305.0,46.0
Iowa,0.0,0.0,76.0,909.0,3242.0,1810.0,3442.0,3891.0,2834.0,4161.0,13531.0,1972.0
Iowa,0.0,0.0,4.0,29.0,230.0,429.0,461.0,481.0,591.0,1287.0,2928.0,604.0
Iowa,0.0,0.0,5.0,51.0,34.0,14.0,33.0,46.0,144.0,183.0,487.0,55.0
Iowa,0.0,0.0,0.0,0.0,4.0,10.0,7.0,10.0,22.0,50.0,117.0,40.0
Iowa,0.0,0.0,0.0,0.0,19.0,44.0,16.0,35.0,161.0,151.0,447.0,50.0
Iowa,0.0,0.0,18.0,208.0,133.0,272.0,926.0,677.0,894.0,2017.0,6180.0,903.0
Iowa,0.0,0.0,3.0,6.0,28.0,69.0,49.0,60.0,63.0,143.0,352.0,47.0
Iowa,0.0,0.0,3.0,6.0,266.0,180.0,133.0,308.0,857.0,874.0,1100.0,179.0
Iowa,0.0,0.0,2.0,25.0,88.0,579.0,394.0,1356.0,1063.0,707.0,2631.0,295.0
Iowa,0.0,0.0,11.0,255.0,137.0,42.0,89.0,89.0,134.0,283.0,509.0,40.0
Iowa,0.0,0.0,1.0,0.0,55.0,22.0,15.0,20.0,30.0,126.0,198.0,16.0
Iowa,0.0,0.0,2.0,22.0,-23.0,2.0,2.0,4.0,-5.0,30.0,661.0,38.0
Iowa,0.0,0.0,0.0,1.0,7.0,17.0,41.0,27.0,53.0,139.0,494.0,113.0
Iowa,0.0,0.0,1.0,7.0,1.0,10.0,10.0,71.0,22.0,77.0,162.0,45.0
Iowa,0.0,0.0,1.0,9.0,583.0,107.0,127.0,258.0,260.0,283.0,945.0,167.0
Iowa,0.0,0.0,3.0,19.0,110.0,113.0,258.0,274.0,195.0,417.0,1443.0,249.0
Iowa,0.0,0.0,24.0,117.0,48.0,36.0,59.0,56.0,153.0,225.0,744.0,74.0
Iowa,0.0,0.0,0.0,0.0,1.0,7.0,7.0,35.0,39.0,72.0,141.0,14.0
Iowa,0.0,0.0,1.0,4.0,35.0,121.0,538.0,324.0,304.0,715.0,1597.0,195.0
Iowa,0.0,0.0,0.0,2.0,9.0,13.0,47.0,89.0,165.0,210.0,396.0,52.0
Iowa,0.0,0.0,3.0,12.0,9.0,5.0,48.0,142.0,127.0,191.0,447.0,128.0
Iowa,0.0,0.0,4.0,738.0,2008.0,415.0,455.0,523.0,1539.0,1968.0,2778.0,573.0
Iowa,0.0,0.0,0.0,1.0,2.0,11.0,45.0,20.0,31.0,49.0,210.0,32.0
Iowa,0.0,0.0,1.0,2.0,166.0,201.0,69.0,80.0,84.0,186.0,481.0,72.0
Kansas,0.0,0.0,0.0,0.0,1.0,3.0,10.0,7.0,40.0,62.0,251.0,59.0
Kansas,0.0,0.0,0.0,0.0,1.0,3.0,23.0,7.0,46.0,135.0,170.0,32.0
Kansas,0.0,0.0,1.0,8.0,13.0,12.0,27.0,158.0,112.0,206.0,336.0,60.0
Kansas,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,65.0,123.0,9.0
Kansas,0.0,0.0,1.0,8.0,36.0,11.0,53.0,175.0,229.0,290.0,903.0,76.0
Kansas,0.0,0.0,3.0,3.0,1.0,21.0,37.0,17.0,96.0,129.0,257.0,77.0
Kansas,0.0,0.0,0.0,0.0,6.0,8.0,18.0,44.0,61.0,121.0,502.0,62.0
Kansas,0.0,0.0,3.0,13.0,15.0,22.0,147.0,199.0,586.0,587.0,1896.0,264.0
Kansas,0.0,0.0,0.0,3.0,1.0,0.0,2.0,59.0,17.0,25.0,56.0,7.0
Kansas,0.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,10.0,13.0,49.0,21.0
Kansas,0.0,0.0,3.0,5.0,2.0,19.0,44.0,173.0,279.0,195.0,410.0,110.0
Kansas,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,61.0,69.0,71.0,15.0
Kansas,0.0,0.0,0.0,1.0,32.0,1.0,9.0,3.0,6.0,23.0,65.0,8.0
Kansas,0.0,0.0,1.0,3.0,1.0,1.0,11.0,14.0,24.0,60.0,338.0,25.0
Kansas,0.0,0.0,0.0,4.0,1.0,13.0,11.0,30.0,12.0,99.0,443.0,67.0
